movie_title,director_name,imdb_score,duration,genres
Treasure Planet ,Ron Clements,7.1,95.0,Adventure|Animation|Family|Sci-Fi
Land of the Lost ,Brad Silberling,5.4,102.0,Adventure|Comedy|Sci-Fi
The Expendables 3 ,Patrick Hughes,6.1,131.0,Action|Adventure|Thriller
Point Break ,Ericson Core,5.3,114.0,Action|Crime|Sport|Thriller
Son of the Mask ,Lawrence Guterman,2.2,94.0,Comedy|Family|Fantasy
In the Heart of the Sea ,Ron Howard,7.0,122.0,Action|Adventure|Biography|Drama|History|Thriller
The Adventures of Pluto Nash ,Ron Underwood,3.8,95.0,Action|Comedy|Sci-Fi
Green Zone ,Paul Greengrass,6.9,115.0,Action|Drama|Thriller|War
The Peanuts Movie ,Steve Martino,7.2,88.0,Adventure|Animation|Comedy|Family
The Spanish Prisoner ,David Mamet,7.3,110.0,Drama|Mystery|Thriller
The Mummy Returns ,Stephen Sommers,6.3,130.0,Action|Adventure|Fantasy|Thriller
Gangs of New York ,Martin Scorsese,7.5,216.0,Crime|Drama
The Flowers of War ,Yimou Zhang,7.6,146.0,Drama|History|Romance|War
Surf's Up ,Ash Brannon,6.8,85.0,Animation|Comedy|Family|Sport
The Stepford Wives ,Frank Oz,5.2,93.0,Comedy|Sci-Fi|Thriller
Black Hawk Down ,Ridley Scott,7.7,152.0,Drama|History|War
The Campaign ,Jay Roach,6.2,85.0,Comedy
The Fifth Element ,Luc Besson,7.7,126.0,Action|Adventure|Sci-Fi
Sex and the City 2 ,Michael Patrick King,4.3,146.0,Comedy|Drama|Romance
The Road to El Dorado ,Bibo Bergeron,6.9,89.0,Adventure|Animation|Comedy|Family|Romance
Ice Age: Continental Drift ,Steve Martino,6.6,88.0,Adventure|Animation|Comedy|Family
Cinderella ,Kenneth Branagh,7.0,105.0,Drama|Family|Fantasy|Romance
The Lovely Bones ,Peter Jackson,6.7,135.0,Drama|Fantasy|Thriller
Finding Nemo ,Andrew Stanton,8.2,100.0,Adventure|Animation|Comedy|Family
The Lord of the Rings: The Return of the King ,Peter Jackson,8.9,192.0,Action|Adventure|Drama|Fantasy
The Lord of the Rings: The Two Towers ,Peter Jackson,8.7,172.0,Action|Adventure|Drama|Fantasy
Seventh Son ,Sergey Bodrov,5.5,102.0,Action|Adventure|Fantasy
Lara Croft: Tomb Raider ,Simon West,5.7,100.0,Action|Adventure|Fantasy|Thriller
Transcendence ,Wally Pfister,6.3,119.0,Drama|Mystery|Romance|Sci-Fi|Thriller
Jurassic Park III ,Joe Johnston,5.9,92.0,Action|Adventure|Sci-Fi|Thriller
Rise of the Planet of the Apes ,Rupert Wyatt,7.6,105.0,Action|Drama|Sci-Fi|Thriller
The Spiderwick Chronicles ,Mark Waters,6.6,107.0,Adventure|Family|Fantasy
A Good Day to Die Hard ,John Moore,5.3,101.0,Action|Thriller
The Alamo ,John Lee Hancock,6.0,137.0,Drama|History|War|Western
The Incredibles ,Brad Bird,8.0,115.0,Action|Adventure|Animation|Family
Cutthroat Island ,Renny Harlin,5.6,124.0,Action|Adventure|Comedy
Percy Jackson & the Olympians: The Lightning Thief ,Chris Columbus,5.9,118.0,Adventure|Family|Fantasy
Men in Black ,Barry Sonnenfeld,7.3,98.0,Adventure|Comedy|Family|Mystery|Sci-Fi
Toy Story 2 ,John Lasseter,7.9,82.0,Adventure|Animation|Comedy|Family|Fantasy
Unstoppable ,Tony Scott,6.8,98.0,Action|Thriller
Rush Hour 2 ,Brett Ratner,6.6,90.0,Action|Comedy|Crime|Thriller
What Lies Beneath ,Robert Zemeckis,6.6,130.0,Drama|Fantasy|Horror|Mystery|Thriller
Cloudy with a Chance of Meatballs ,Phil Lord,7.0,90.0,Animation|Comedy|Family|Sci-Fi
Ice Age: Dawn of the Dinosaurs ,Carlos Saldanha,7.0,94.0,Action|Adventure|Animation|Comedy|Family
The Secret Life of Walter Mitty ,Ben Stiller,7.3,114.0,Adventure|Comedy|Drama|Fantasy|Romance
Charlie's Angels ,McG,5.5,94.0,Action|Adventure|Comedy|Crime|Thriller
The Departed ,Martin Scorsese,8.5,151.0,Crime|Drama|Thriller
Mulan ,Tony Bancroft,7.5,88.0,Adventure|Animation|Family|Fantasy|Musical|War
Tropic Thunder ,Ben Stiller,7.0,121.0,Action|Comedy
The Girl with the Dragon Tattoo ,David Fincher,7.8,158.0,Crime|Drama|Mystery|Thriller
Die Hard with a Vengeance ,John McTiernan,7.6,128.0,Action|Adventure|Thriller
Sherlock Holmes ,Guy Ritchie,7.6,128.0,Action|Adventure|Crime|Mystery|Thriller
Ben-Hur ,Timur Bekmambetov,6.1,141.0,Adventure|Drama|History
Atlantis: The Lost Empire ,Gary Trousdale,6.8,95.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi
Alvin and the Chipmunks: The Road Chip ,Walt Becker,5.0,92.0,Adventure|Animation|Comedy|Family|Fantasy|Music
Valkyrie ,Bryan Singer,7.1,121.0,Drama|History|Thriller|War
You Don't Mess with the Zohan ,Dennis Dugan,5.5,113.0,Action|Comedy
Pixels ,Chris Columbus,5.6,106.0,Action|Animation|Comedy|Sci-Fi
A.I. Artificial Intelligence ,Steven Spielberg,7.1,146.0,Adventure|Drama|Sci-Fi
The Haunted Mansion ,Rob Minkoff,4.9,88.0,Comedy|Family|Fantasy|Horror|Mystery
Contact ,Robert Zemeckis,7.4,150.0,Drama|Mystery|Sci-Fi|Thriller
Hollow Man ,Paul Verhoeven,5.7,119.0,Action|Horror|Sci-Fi|Thriller
The Interpreter ,Sydney Pollack,6.4,128.0,Crime|Mystery|Thriller
Percy Jackson: Sea of Monsters ,Thor Freudenthal,5.9,106.0,Adventure|Family|Fantasy
Lara Croft Tomb Raider: The Cradle of Life ,Jan de Bont,5.5,117.0,Action|Adventure|Fantasy
Now You See Me 2 ,Jon M. Chu,6.9,129.0,Action|Adventure|Comedy|Crime|Mystery|Thriller
The Saint ,Phillip Noyce,6.2,116.0,Action|Adventure|Romance|Sci-Fi|Thriller
Spy Game ,Tony Scott,7.0,114.0,Action|Crime|Thriller
Mission to Mars ,Brian De Palma,5.6,114.0,Adventure|Sci-Fi|Thriller
Rio ,Carlos Saldanha,7.0,96.0,Adventure|Animation|Comedy|Family|Musical
Bicentennial Man ,Chris Columbus,6.8,132.0,Comedy|Drama|Sci-Fi
Volcano ,Mick Jackson,5.4,104.0,Action|Drama|Sci-Fi|Thriller
The Devil's Own ,Alan J. Pakula,6.1,111.0,Action|Crime|Drama|Thriller
K-19: The Widowmaker ,Kathryn Bigelow,6.7,138.0,Drama|History|Thriller|War
Fantastic Four ,Josh Trank,4.3,100.0,Action|Adventure|Sci-Fi
Conan the Barbarian ,John Milius,6.9,129.0,Adventure|Fantasy
Cinderella Man ,Ron Howard,8.0,144.0,Biography|Drama|Sport
The Nutcracker in 3D ,Andrey Konchalovskiy,4.4,110.0,Action|Family|Fantasy|Musical
Seabiscuit ,Gary Ross,7.3,140.0,Drama|History|Sport
Twister ,Jan de Bont,6.3,113.0,Action|Adventure|Drama|Thriller
The Fast and the Furious ,Rob Cohen,6.7,106.0,Action|Crime|Thriller
Cast Away ,Robert Zemeckis,7.7,143.0,Adventure|Drama|Romance
Happy Feet ,George Miller,6.5,108.0,Animation|Comedy|Family|Music|Romance
The Bourne Supremacy ,Paul Greengrass,7.8,108.0,Action|Mystery|Thriller
Air Force One ,Wolfgang Petersen,6.4,124.0,Action|Adventure|Drama|Thriller
Ocean's Eleven ,Steven Soderbergh,7.8,116.0,Crime|Thriller
The Three Musketeers ,Paul W.S. Anderson,5.8,110.0,Action|Adventure|Romance
Hotel Transylvania ,Genndy Tartakovsky,7.1,91.0,Animation|Comedy|Family|Fantasy
Enchanted ,Kevin Lima,7.1,107.0,Animation|Comedy|Family|Fantasy|Musical|Romance
Hannibal             ,,8.6,44.0,Crime|Drama|Horror|Mystery|Thriller
Safe House ,Daniel Espinosa,6.8,115.0,Action|Crime|Mystery|Thriller
102 Dalmatians ,Kevin Lima,4.8,100.0,Adventure|Comedy|Family
Tower Heist ,Brett Ratner,6.2,104.0,Action|Comedy|Crime
The Holiday ,Nancy Meyers,6.9,138.0,Comedy|Romance
Enemy of the State ,Tony Scott,7.3,140.0,Action|Crime|Drama|Mystery|Thriller
It's Complicated ,Nancy Meyers,6.6,120.0,Comedy|Drama|Romance
Ocean's Thirteen ,Steven Soderbergh,6.9,122.0,Crime|Thriller
Open Season ,Roger Allers,6.2,83.0,Adventure|Animation|Comedy|Family
Divergent ,Neil Burger,6.7,139.0,Adventure|Mystery|Sci-Fi
Enemy at the Gates ,Jean-Jacques Annaud,7.6,131.0,Drama|History|War
The Rundown ,Peter Berg,6.7,104.0,Action|Adventure|Comedy|Thriller
Last Action Hero ,John McTiernan,6.2,130.0,Action|Adventure|Comedy|Fantasy
Memoirs of a Geisha ,Rob Marshall,7.3,145.0,Drama|Romance
The Fast and the Furious: Tokyo Drift ,Justin Lin,6.0,104.0,Action|Crime|Thriller
Arthur Christmas ,Sarah Smith,7.1,97.0,Adventure|Animation|Comedy|Family|Fantasy
Meet Joe Black ,Martin Brest,7.1,178.0,Drama|Fantasy|Romance
Collateral Damage ,Andrew Davis,5.5,108.0,Action|Drama|Thriller
All That Jazz ,Bob Fosse,7.8,123.0,Comedy|Drama|Music|Musical
Mirror Mirror ,Tarsem Singh,5.6,106.0,Adventure|Comedy|Drama|Family|Fantasy
Scott Pilgrim vs. the World ,Edgar Wright,7.5,112.0,Action|Comedy|Fantasy|Romance
The Core ,Jon Amiel,5.4,135.0,Action|Adventure|Sci-Fi|Thriller
Nutty Professor II: The Klumps ,Peter Segal,4.3,109.0,Comedy|Romance|Sci-Fi
Scooby-Doo ,Raja Gosnell,4.9,86.0,Adventure|Comedy|Mystery
Dredd ,Pete Travis,7.1,95.0,Action|Sci-Fi
Click ,Frank Coraci,6.4,107.0,Comedy|Drama|Fantasy|Romance
Creepshow ,George A. Romero,6.9,130.0,Comedy|Fantasy|Horror
Cats & Dogs: The Revenge of Kitty Galore ,Brad Peyton,4.3,82.0,Action|Comedy|Family|Fantasy
Jumper ,Doug Liman,6.1,88.0,Action|Adventure|Sci-Fi|Thriller
Hellboy II: The Golden Army ,Guillermo del Toro,7.0,120.0,Action|Adventure|Fantasy|Horror|Sci-Fi
Zodiac ,David Fincher,7.7,162.0,Crime|Drama|History|Mystery|Thriller
The 6th Day ,Roger Spottiswoode,5.9,123.0,Action|Mystery|Sci-Fi|Thriller
Bruce Almighty ,Tom Shadyac,6.7,101.0,Comedy|Drama
The Expendables ,Sylvester Stallone,6.5,113.0,Action|Adventure|Thriller
Mission: Impossible ,Brian De Palma,7.1,110.0,Action|Adventure|Thriller
The Hunger Games ,Gary Ross,7.3,142.0,Adventure|Drama|Sci-Fi|Thriller
The Hangover Part II ,Todd Phillips,6.5,102.0,Comedy
Batman Returns ,Tim Burton,7.0,126.0,Action
Over the Hedge ,Tim Johnson,6.8,83.0,Adventure|Animation|Comedy|Family
Lilo & Stitch ,Dean DeBlois,7.2,85.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi
Charlotte's Web ,Gary Winick,6.4,97.0,Comedy|Family|Fantasy
Deep Impact ,Mimi Leder,6.1,120.0,Action|Drama|Romance|Sci-Fi|Thriller
RED 2 ,Dean Parisot,6.7,116.0,Action|Comedy|Crime|Thriller
The Longest Yard ,Peter Segal,6.4,113.0,Comedy|Crime|Sport
Alvin and the Chipmunks: Chipwrecked ,Mike Mitchell,4.4,87.0,Adventure|Animation|Comedy|Family|Fantasy|Music
Grown Ups 2 ,Dennis Dugan,5.4,101.0,Comedy
Get Smart ,Peter Segal,6.5,110.0,Action|Adventure|Comedy
Something's Gotta Give ,Nancy Meyers,6.7,128.0,Comedy|Drama|Romance
Shutter Island ,Martin Scorsese,8.1,138.0,Mystery|Thriller
Four Christmases ,Seth Gordon,5.6,88.0,Comedy|Drama|Romance
Robots ,Chris Wedge,6.3,91.0,Adventure|Animation|Comedy|Family|Sci-Fi
Face/Off ,John Woo,7.3,138.0,Action|Crime|Sci-Fi|Thriller
Bedtime Stories ,Adam Shankman,6.1,99.0,Comedy|Family|Fantasy|Romance
Road to Perdition ,Sam Mendes,7.7,117.0,Crime|Drama|Thriller
Just Go with It ,Dennis Dugan,6.4,117.0,Comedy|Romance
Daredevil             ,,8.8,54.0,Action|Adventure|Crime|Drama|Sci-Fi|Thriller
Con Air ,Simon West,6.8,123.0,Action|Crime|Thriller
Eagle Eye ,D.J. Caruso,6.6,118.0,Action|Mystery|Thriller
Cold Mountain ,Anthony Minghella,7.2,154.0,Adventure|Drama|History|Romance|War
The Book of Eli ,Albert Hughes,6.9,118.0,Action|Adventure|Drama|Thriller
Flubber ,Les Mayfield,5.2,90.0,Comedy|Family|Sci-Fi
The Haunting ,Jan de Bont,4.9,113.0,Fantasy|Horror|Mystery|Thriller
Space Jam ,Joe Pytka,6.3,88.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport
The Pink Panther ,Shawn Levy,5.6,93.0,Adventure|Comedy|Crime|Family|Mystery
The Day the Earth Stood Still ,Scott Derrickson,5.5,104.0,Drama|Sci-Fi|Thriller
Conspiracy Theory ,Richard Donner,6.7,135.0,Action|Crime|Mystery|Romance|Thriller
Fury ,David Ayer,7.6,134.0,Action|Drama|War
Six Days Seven Nights ,Ivan Reitman,5.7,98.0,Action|Adventure|Comedy|Romance
Yogi Bear ,Eric Brevig,4.6,80.0,Adventure|Animation|Comedy|Family
Spirit: Stallion of the Cimarron ,Kelly Asbury,7.0,83.0,Adventure|Animation|Family|Western
Zookeeper ,Frank Coraci,5.2,102.0,Comedy|Family|Romance
Lost in Space ,Stephen Hopkins,5.1,130.0,Action|Adventure|Family|Sci-Fi|Thriller
The Manchurian Candidate ,Jonathan Demme,6.6,129.0,Drama|Mystery|Sci-Fi|Thriller
Déjà Vu ,Henry Jaglom,7.0,117.0,Drama|Romance
Hotel Transylvania 2 ,Genndy Tartakovsky,6.7,89.0,Animation|Comedy|Family|Fantasy
Bewitched             ,,7.6,25.0,Comedy|Family|Fantasy
Fantasia 2000 ,James Algar,7.3,74.0,Animation|Family|Fantasy|Music
The Time Machine ,Simon Wells,5.9,96.0,Action|Adventure|Sci-Fi
Mighty Joe Young ,Ron Underwood,5.6,114.0,Action|Adventure|Family|Fantasy|Thriller
Swordfish ,Dominic Sena,6.5,99.0,Action|Crime|Thriller
The Legend of Zorro ,Martin Campbell,5.9,129.0,Action|Adventure|Western
What Dreams May Come ,Vincent Ward,7.0,113.0,Drama|Fantasy|Romance
Little Nicky ,Steven Brill,5.3,90.0,Comedy|Fantasy
The Brothers Grimm ,Terry Gilliam,5.9,118.0,Action|Adventure|Comedy|Fantasy|Thriller
Mars Attacks! ,Tim Burton,6.3,106.0,Action|Comedy|Sci-Fi
Evolution ,Lucile Hadzihalilovic,6.4,81.0,Drama|Horror|Mystery|Sci-Fi
The Edge ,Lee Tamahori,6.9,117.0,Action|Adventure|Drama|Thriller
Surrogates ,Jonathan Mostow,6.3,89.0,Action|Sci-Fi|Thriller
Thirteen Days ,Roger Donaldson,7.3,145.0,Drama|History|Thriller
Daylight ,Rob Cohen,5.8,114.0,Action|Adventure|Drama|Thriller
Walking with Dinosaurs 3D ,Barry Cook,5.2,87.0,Adventure|Animation|Family
Battlefield Earth ,Roger Christian,2.4,119.0,Action|Adventure|Sci-Fi
Looney Tunes: Back in Action ,Joe Dante,5.7,91.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
Nine ,Rob Marshall,5.8,118.0,Drama|Musical|Romance
Timeline ,Richard Donner,5.6,116.0,Action|Adventure|Sci-Fi
The Postman ,Kevin Costner,6.0,177.0,Action|Adventure|Drama|Sci-Fi
Babe: Pig in the City ,George Miller,5.8,97.0,Adventure|Comedy|Drama|Family|Fantasy
The Last Witch Hunter ,Breck Eisner,6.0,106.0,Action|Adventure|Fantasy
Red Planet ,Antony Hoffman,5.7,106.0,Action|Sci-Fi|Thriller
Arthur and the Invisibles ,Luc Besson,6.0,94.0,Adventure|Animation|Family|Fantasy
Oceans ,Jacques Perrin,7.8,104.0,Documentary|Drama
A Sound of Thunder ,Peter Hyams,4.2,102.0,Action|Adventure|Horror|Sci-Fi|Thriller
Pompeii ,Paul W.S. Anderson,5.6,105.0,Action|Adventure|Drama|History|Romance
Top Cat Begins ,Andrés Couturier,4.4,89.0,Animation|Family
A Beautiful Mind ,Ron Howard,8.2,135.0,Biography|Drama
The Lion King ,Roger Allers,8.5,73.0,Adventure|Animation|Drama|Family|Musical
Journey 2: The Mysterious Island ,Brad Peyton,5.8,94.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi
Cloudy with a Chance of Meatballs 2 ,Cody Cameron,6.5,95.0,Animation|Comedy|Family|Fantasy|Sci-Fi
Red Dragon ,Brett Ratner,7.2,124.0,Crime|Drama|Thriller
Hidalgo ,Joe Johnston,6.7,136.0,Action|Adventure|Western
Jack and Jill ,Dennis Dugan,3.4,91.0,Comedy
2 Fast 2 Furious ,John Singleton,5.9,107.0,Action|Crime|Thriller
The Little Prince ,Mark Osborne,7.8,108.0,Adventure|Animation|Drama|Family|Fantasy
The Invasion ,Oliver Hirschbiegel,5.9,99.0,Sci-Fi|Thriller
The Adventures of Rocky & Bullwinkle ,Des McAnuff,4.1,92.0,Adventure|Animation|Comedy|Family|Fantasy
The Secret Life of Pets ,Yarrow Cheney,6.8,87.0,Animation|Comedy|Family
The League of Extraordinary Gentlemen ,Stephen Norrington,5.8,110.0,Action|Adventure|Fantasy|Sci-Fi
Despicable Me 2 ,Pierre Coffin,7.5,98.0,Animation|Comedy|Family|Sci-Fi
Independence Day ,Roland Emmerich,6.9,154.0,Action|Adventure|Sci-Fi
The Lost World: Jurassic Park ,Steven Spielberg,6.5,129.0,Action|Adventure|Sci-Fi
Madagascar ,Eric Darnell,6.9,86.0,Adventure|Animation|Comedy|Family
Children of Men ,Alfonso Cuarón,7.9,109.0,Drama|Sci-Fi|Thriller
X-Men ,Bryan Singer,7.4,104.0,Action|Adventure|Sci-Fi
Wanted ,Timur Bekmambetov,6.7,110.0,Action|Crime|Fantasy|Thriller
The Rock ,Michael Bay,7.4,136.0,Action|Adventure|Thriller
Ice Age: The Meltdown ,Carlos Saldanha,6.9,115.0,Action|Adventure|Animation|Comedy|Family|Fantasy
50 First Dates ,Peter Segal,6.8,99.0,Comedy|Romance
Hairspray ,Adam Shankman,6.7,117.0,Comedy|Drama|Family|Music|Musical|Romance
Exorcist: The Beginning ,Renny Harlin,5.1,125.0,Horror|Mystery|Thriller
Inspector Gadget ,David Kellogg,4.1,110.0,Action|Adventure|Comedy|Family|Sci-Fi
Now You See Me ,Louis Leterrier,7.3,125.0,Crime|Mystery|Thriller
Grown Ups ,Dennis Dugan,6.0,102.0,Comedy
The Terminal ,Steven Spielberg,7.3,128.0,Comedy|Drama
Constantine             ,,7.5,43.0,Drama|Fantasy|Horror|Thriller
Hotel for Dogs ,Thor Freudenthal,5.4,100.0,Comedy|Family
Vertical Limit ,Martin Campbell,5.9,124.0,Action|Adventure|Drama|Thriller
Charlie Wilson's War ,Mike Nichols,7.1,102.0,Biography|Comedy|Drama|History
Shark Tale ,Bibo Bergeron,6.0,90.0,Adventure|Animation|Comedy|Family
Dreamgirls ,Bill Condon,6.5,130.0,Drama|Music|Musical
Life             ,,8.3,45.0,Crime|Drama|Mystery
Be Cool ,F. Gary Gray,5.7,118.0,Comedy|Crime|Music
Munich ,Steven Spielberg,7.6,163.0,Drama|History|Thriller
Tears of the Sun ,Antoine Fuqua,6.6,142.0,Action|Drama|Thriller|War
Killers ,Robert Luketic,5.4,100.0,Action|Comedy|Romance|Thriller
The Man from U.N.C.L.E. ,Guy Ritchie,7.3,116.0,Action|Adventure|Comedy
Spanglish ,James L. Brooks,6.5,131.0,Comedy|Drama|Romance
Monster House ,Gil Kenan,6.6,91.0,Animation|Comedy|Family|Fantasy|Mystery
Bandits ,Barry Levinson,6.6,123.0,Comedy|Crime|Drama|Romance
First Knight ,Jerry Zucker,5.9,134.0,Action|Adventure|Romance|Thriller
Anna and the King ,Andy Tennant,6.7,148.0,Drama|History|Romance
Immortals ,Tarsem Singh,6.1,110.0,Action|Drama|Fantasy|Romance
Hostage ,Florent-Emilio Siri,6.6,113.0,Action|Crime|Drama|Mystery|Thriller
Titan A.E. ,Don Bluth,6.6,94.0,Action|Adventure|Animation|Family|Sci-Fi
Hollywood Homicide ,Ron Shelton,5.3,116.0,Action|Comedy|Crime|Thriller
Soldier ,Paul W.S. Anderson,6.0,99.0,Action|Drama|Sci-Fi
Carriers ,David Pastor,6.0,84.0,Drama|Horror|Sci-Fi|Thriller
Monkeybone ,Henry Selick,4.7,93.0,Animation|Comedy|Fantasy
Flight of the Phoenix ,John Moore,6.1,113.0,Action|Adventure|Drama|Thriller
Unbreakable ,M. Night Shyamalan,7.2,106.0,Drama|Mystery|Sci-Fi|Thriller
Minions ,Kyle Balda,6.4,91.0,Action|Animation|Comedy|Family|Sci-Fi
Sucker Punch ,Zack Snyder,6.1,128.0,Action|Fantasy
Snake Eyes ,Brian De Palma,5.9,98.0,Crime|Mystery|Thriller
Sphere ,Barry Levinson,6.0,134.0,Drama|Mystery|Sci-Fi|Thriller
The Angry Birds Movie ,Clay Kaytis,6.3,97.0,Action|Animation|Comedy|Family
Fool's Gold ,Andy Tennant,5.6,112.0,Action|Adventure|Comedy|Romance|Thriller
Funny People ,Judd Apatow,6.4,153.0,Comedy|Drama
The Kingdom ,Peter Berg,7.1,110.0,Action|Drama|Thriller
Talladega Nights: The Ballad of Ricky Bobby ,Adam McKay,6.6,122.0,Action|Comedy|Sport
Dr. Dolittle 2 ,Steve Carr,4.6,87.0,Comedy|Family|Fantasy
Braveheart ,Mel Gibson,8.4,178.0,Biography|Drama|History|War
Jarhead ,Sam Mendes,7.1,125.0,Action|Drama|War
The Simpsons Movie ,David Silverman,7.4,87.0,Adventure|Animation|Comedy
The Majestic ,Frank Darabont,6.9,152.0,Drama|Romance
Driven ,Renny Harlin,4.5,116.0,Action|Drama|Sport
Two Brothers ,Jean-Jacques Annaud,7.1,109.0,Adventure|Drama|Family
The Village ,M. Night Shyamalan,6.5,108.0,Drama|Mystery|Romance|Thriller
Doctor Dolittle ,Betty Thomas,5.3,85.0,Comedy|Family|Fantasy
Signs ,M. Night Shyamalan,6.7,106.0,Drama|Sci-Fi|Thriller
Shrek 2 ,Andrew Adamson,7.2,93.0,Adventure|Animation|Comedy|Family|Fantasy|Romance
Cars ,John Lasseter,7.2,117.0,Adventure|Animation|Comedy|Family|Sport
Runaway Bride ,Garry Marshall,5.5,116.0,Comedy|Romance
xXx ,Rob Cohen,5.8,132.0,Action|Adventure|Thriller
The SpongeBob Movie: Sponge Out of Water ,Paul Tibbitt,6.0,92.0,Adventure|Animation|Comedy|Family|Fantasy
Ransom ,Ron Howard,6.6,139.0,Crime|Thriller
Inglourious Basterds ,Quentin Tarantino,8.3,153.0,Adventure|Drama|War
Hook ,Steven Spielberg,6.7,142.0,Adventure|Comedy|Family|Fantasy
Hercules ,Brett Ratner,6.0,101.0,Action|Adventure
Die Hard 2 ,Renny Harlin,7.1,124.0,Action|Thriller
S.W.A.T. ,Clark Johnson,6.0,117.0,Action|Adventure|Crime|Thriller
Sleepy Hollow             ,,7.5,45.0,Adventure|Drama|Fantasy|Mystery|Thriller
Vanilla Sky ,Cameron Crowe,6.9,141.0,Fantasy|Mystery|Romance|Sci-Fi|Thriller
Lady in the Water ,M. Night Shyamalan,5.6,110.0,Drama|Fantasy|Mystery|Thriller
AVP: Alien vs. Predator ,Paul W.S. Anderson,5.6,109.0,Action|Horror|Sci-Fi|Thriller
Alvin and the Chipmunks: The Squeakquel ,Betty Thomas,4.5,88.0,Animation|Comedy|Family|Fantasy|Music
We Were Soldiers ,Randall Wallace,7.1,124.0,Action|Drama|History|War
Olympus Has Fallen ,Antoine Fuqua,6.5,119.0,Action|Thriller
Star Trek: Insurrection ,Jonathan Frakes,6.4,103.0,Action|Adventure|Sci-Fi|Thriller
Battle Los Angeles ,Jonathan Liebesman,5.8,116.0,Action|Sci-Fi
Big Fish ,Tim Burton,8.0,125.0,Adventure|Drama|Fantasy
Wolf ,Mike Nichols,6.2,125.0,Drama|Horror|Romance|Thriller
War Horse ,Steven Spielberg,7.2,146.0,Drama|War
The Monuments Men ,George Clooney,6.1,118.0,Drama|War
The Abyss ,James Cameron,7.6,171.0,Adventure|Drama|Sci-Fi|Thriller
Wall Street: Money Never Sleeps ,Oliver Stone,6.3,136.0,Drama
Dracula Untold ,Gary Shore,6.3,92.0,Action|Drama|Fantasy|Horror|War
The Siege ,Edward Zwick,6.3,116.0,Action|Thriller
Stardust ,Matthew Vaughn,7.7,127.0,Adventure|Family|Fantasy|Romance
Seven Years in Tibet ,Jean-Jacques Annaud,7.0,136.0,Adventure|Biography|Drama|History|War
The Dilemma ,Ron Howard,5.3,111.0,Comedy|Drama
Bad Company ,Joel Schumacher,5.6,116.0,Action|Adventure|Comedy|Thriller
Doom ,Andrzej Bartkowiak,5.2,113.0,Action|Adventure|Horror|Sci-Fi
I Spy ,Betty Thomas,5.4,97.0,Action|Adventure|Comedy|Thriller
Underworld: Awakening ,Måns Mårlind,6.4,88.0,Action|Fantasy|Horror
Rock of Ages ,Adam Shankman,5.9,136.0,Comedy|Drama|Musical|Romance
Hart's War ,Gregory Hoblit,6.3,125.0,Drama|War
Killer Elite ,Gary McKendry,6.5,116.0,Action|Crime|Thriller
Rollerball ,John McTiernan,3.0,98.0,Action|Sci-Fi|Sport
Ballistic: Ecks vs. Sever ,Wych Kaosayananda,3.6,91.0,Action|Crime|Sci-Fi|Thriller
Hard Rain ,Mikael Salomon,5.8,97.0,Action|Crime|Drama|Thriller
Osmosis Jones ,Bobby Farrelly,6.2,95.0,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy
Legends of Oz: Dorothy's Return ,Will Finn,5.6,88.0,Adventure|Animation|Family|Fantasy|Musical
Blackhat ,Michael Mann,5.4,133.0,Action|Crime|Drama|Mystery|Thriller
