movie_title,imdb_score,title_year
Dancin' It's On ,2.8,2015.0
Pet Sematary ,6.6,1989.0
Madadayo ,7.5,1993.0
The Cry of the Owl ,6.0,2009.0
A Tale of Three Cities ,6.2,2015.0
Gremlins ,7.2,1984.0
Star Wars: Episode IV - A New Hope ,8.7,1977.0
Dirty Grandpa ,6.0,2016.0
Doctor Zhivago ,8.0,1965.0
Trash ,7.2,2014.0
High School Musical 3: Senior Year ,4.5,2008.0
The Fighter ,7.9,2010.0
Jackass Number Two ,7.1,2006.0
My Cousin Vinny ,7.5,1992.0
If I Stay ,6.8,2014.0
Drive Hard ,4.3,2014.0
Major League ,7.2,1989.0
St. Trinian's ,5.8,2007.0
Phone Booth ,7.1,2002.0
A Walk to Remember ,7.4,2002.0
Dead Man Walking ,7.6,1995.0
Cruel Intentions ,6.9,1999.0
Saw VI ,6.0,2009.0
History of the World: Part I ,6.9,1981.0
The Secret Life of Bees ,7.3,2008.0
Corky Romano ,4.6,2001.0
Raising Cain ,6.0,1992.0
F.I.S.T. ,6.4,1978.0
Invaders from Mars ,5.5,1986.0
Brooklyn ,7.5,2015.0
Barry Lyndon ,8.1,1975.0
Out Cold ,6.3,2001.0
The Ladies Man ,5.1,2000.0
Quartet ,6.8,2012.0
Tomcats ,5.3,2001.0
Frailty ,7.3,2001.0
Woman in Gold ,7.3,2015.0
Kinsey ,7.1,2004.0
Army of Darkness ,7.6,1992.0
Slackers ,5.3,2002.0
What's Eating Gilbert Grape ,7.8,1993.0
The Visual Bible: The Gospel of John ,7.7,2003.0
Vera Drake ,7.7,2004.0
The Guru ,5.4,2002.0
The Perez Family ,6.2,1995.0
Inside Llewyn Davis ,7.4,2013.0
O ,6.2,2001.0
Return to the Blue Lagoon ,5.1,1991.0
The Molly Maguires ,6.9,1970.0
Romance & Cigarettes ,6.3,2005.0
Copying Beethoven ,6.8,2006.0
Poltergeist ,7.4,1982.0
Brighton Rock ,5.7,2010.0
Saw V ,5.8,2008.0
Machine Gun McCain ,6.2,1969.0
LOL ,4.3,2012.0
Jindabyne ,6.4,2006.0
Kabhi Alvida Naa Kehna ,6.0,2006.0
An Ideal Husband ,6.9,1999.0
The Last Days on Mars ,5.5,2013.0
Darkness ,5.4,2002.0
2001: A Space Odyssey ,8.3,1968.0
E.T. the Extra-Terrestrial ,7.9,1982.0
In the Land of Women ,6.5,2007.0
The Blue Butterfly ,6.3,2004.0
There Goes My Baby ,6.4,1994.0
Lovesick             ,7.9,
Housefull ,5.3,2010.0
September Dawn ,5.8,2007.0
For Greater Glory: The True Story of Cristiada ,6.6,2012.0
La Famille Bélier ,7.4,2014.0
Good Will Hunting ,8.3,1997.0
Misconduct ,5.3,2016.0
Saw III ,6.2,2006.0
Stripes ,6.9,1981.0
Bring It On ,5.9,2000.0
The Purge: Election Year ,6.1,2016.0
She's All That ,5.8,1999.0
Precious ,7.3,2009.0
Saw IV ,5.9,2007.0
White Noise ,5.5,2005.0
Madea's Family Reunion ,5.0,2006.0
The Color of Money ,7.0,1986.0
The Longest Day ,7.8,1962.0
The Mighty Ducks ,6.4,1992.0
The Grudge ,5.9,2004.0
Happy Gilmore ,7.0,1996.0
Jeepers Creepers ,6.1,2001.0
Bill & Ted's Excellent Adventure ,6.9,1989.0
Oliver! ,7.5,1968.0
The Best Exotic Marigold Hotel ,7.3,2011.0
Recess: School's Out ,6.5,2001.0
Mad Max Beyond Thunderdome ,6.2,1985.0
Commando ,6.7,1985.0
The Boy ,6.0,2016.0
Devil ,6.3,2010.0
Friday After Next ,5.8,2002.0
Insidious: Chapter 3 ,6.1,2015.0
The Last Dragon ,6.9,1985.0
Snatch ,8.3,2000.0
The Lawnmower Man ,5.4,1992.0
Nick and Norah's Infinite Playlist ,6.7,2008.0
Dogma ,7.4,1999.0
The Banger Sisters ,5.6,2002.0
Twilight Zone: The Movie ,6.5,1983.0
Road House ,6.5,1989.0
A Low Down Dirty Shame ,5.8,1994.0
Swimfan ,5.0,2002.0
Employee of the Month ,5.5,2006.0
Can't Hardly Wait ,6.5,1998.0
The Outsiders ,7.2,1983.0
Pete's Dragon ,7.3,2016.0
The Dead Zone ,7.2,1983.0
Sinister 2 ,5.2,2015.0
Sparkle ,5.7,2012.0
Valentine ,4.7,2001.0
The Fourth Kind ,5.9,2009.0
A Prairie Home Companion ,6.8,2006.0
Sugar Hill ,5.9,1993.0
Invasion U.S.A. ,5.3,1985.0
Roll Bounce ,6.0,2005.0
Rushmore ,7.7,1998.0
Skyline ,4.4,2010.0
The Second Best Exotic Marigold Hotel ,6.6,2015.0
Kit Kittredge: An American Girl ,6.7,2008.0
The Perfect Man ,5.5,2005.0
Mo' Better Blues ,6.5,1990.0
Kung Pow: Enter the Fist ,6.2,2002.0
Tremors ,7.1,1990.0
Wrong Turn ,6.1,2003.0
The Long Riders ,7.1,1980.0
The Corruptor ,6.0,1999.0
Mud ,7.4,2012.0
Reno 911!: Miami ,5.9,2007.0
One Direction: This Is Us ,4.1,2013.0
"The Goods: Live Hard, Sell Hard ",5.8,2009.0
Hey Arnold! The Movie ,5.9,2002.0
My Week with Marilyn ,7.0,2011.0
The Matador ,6.8,2005.0
Love Jones ,7.4,1997.0
The Gift ,7.1,2015.0
End of the Spear ,7.0,2005.0
Get Over It ,5.8,2001.0
Office Space ,7.8,1999.0
Drop Dead Gorgeous ,6.5,1999.0
Big Eyes ,7.0,2014.0
Very Bad Things ,6.3,1998.0
Sleepover ,5.3,2004.0
Body Double ,6.8,1984.0
MacGruber ,5.5,2010.0
Dirty Pretty Things ,7.4,2002.0
Movie 43 ,4.3,2013.0
The Tourist ,6.0,2010.0
Over Her Dead Body ,5.2,2008.0
Seeking a Friend for the End of the World ,6.7,2012.0
Cedar Rapids ,6.3,2011.0
Bones             ,7.9,
American History X ,8.6,1998.0
The Collection ,6.1,2012.0
Teacher's Pet ,5.8,2004.0
The Red Violin ,7.7,1998.0
The Straight Story ,8.0,1999.0
Deuces Wild ,5.6,2002.0
Bad Words ,6.7,2013.0
"Run, Fatboy, Run ",6.6,2007.0
Heartbeeps ,4.2,1981.0
Black or White ,6.6,2014.0
On the Line ,4.1,2001.0
Rescue Dawn ,7.3,2006.0
Danny Collins ,7.1,2015.0
"Jeff, Who Lives at Home ",6.5,2011.0
I Am Love ,7.0,2009.0
Atlas Shrugged II: The Strike ,5.5,2012.0
Romeo Is Bleeding ,6.6,1993.0
The Limey ,7.1,1999.0
Crash ,7.9,2004.0
The House of Mirth ,7.1,2000.0
Malone ,5.6,1987.0
Peaceful Warrior ,7.3,2006.0
Bucky Larson: Born to Be a Star ,3.3,2011.0
Bamboozled ,6.5,2000.0
The Forest ,4.8,2016.0
Sphinx ,5.2,1981.0
While We're Young ,6.3,2014.0
A Better Life ,7.2,2011.0
Spider ,6.8,2002.0
Gun Shy ,5.7,2000.0
Nicholas Nickleby ,7.2,2002.0
The Iceman ,6.9,2012.0
Dekalog             ,9.1,
Krrish ,6.3,2006.0
Cecil B. DeMented ,6.2,2000.0
Killer Joe ,6.7,2011.0
The Joneses ,6.5,2009.0
Owning Mahowny ,7.2,2003.0
The Brothers Solomon ,5.3,2007.0
My Blueberry Nights ,6.7,2007.0
Illuminata ,6.2,1998.0
Swept Away ,3.6,2002.0
"War, Inc. ",5.7,2008.0
Shaolin Soccer ,7.3,2001.0
The Brown Bunny ,5.0,2003.0
The Swindle ,6.6,1997.0
Rosewater ,6.6,2014.0
The Chambermaid on the Titanic ,6.8,1997.0
Coriolanus ,6.2,2011.0
Imaginary Heroes ,7.3,2004.0
High Heels and Low Lifes ,6.2,2001.0
World's Greatest Dad ,6.9,2009.0
Severance ,6.6,2006.0
Edmond ,6.3,2005.0
Welcome to the Rileys ,7.0,2010.0
Police Academy: Mission to Moscow ,3.3,1994.0
Blood Done Sign My Name ,6.7,2010.0
"Cinco de Mayo, La Batalla ",6.2,2013.0
Elsa & Fred ,6.5,2014.0
An Alan Smithee Film: Burn Hollywood Burn ,3.5,1997.0
The Open Road ,5.5,2009.0
The Good Guy ,5.9,2009.0
Motherhood ,4.7,2009.0
Free Style ,4.2,2008.0
Strangerland ,5.2,2015.0
The Janky Promoters ,5.2,2009.0
Blonde Ambition ,3.9,2007.0
The Oxford Murders ,6.1,2008.0
The Reef ,5.8,2010.0
Eulogy ,6.7,2004.0
White Noise 2: The Light ,5.7,2007.0
You Got Served: Beat the World ,4.5,2011.0
Fifty Dead Men Walking ,6.9,2008.0
Jungle Shuffle ,4.8,2014.0
Adam Resurrected ,6.3,2008.0
Of Horses and Men ,6.9,2013.0
It's a Wonderful Afterlife ,5.4,2010.0
The Devil's Tomb ,3.8,2009.0
Partition ,7.0,2007.0
Good Intentions ,5.2,2010.0
"The Good, the Bad, the Weird ",7.3,2008.0
Nurse 3D ,4.6,2013.0
Gunless ,6.5,2010.0
Adventureland ,6.8,2009.0
The Lost City ,6.7,2005.0
Next Friday ,6.1,2000.0
American Heist ,5.2,2014.0
You Only Live Twice ,6.9,1967.0
Plastic ,6.0,2014.0
Amour ,7.9,2012.0
Poltergeist III ,4.5,1988.0
Re-Kill ,5.1,2015.0
"It's a Mad, Mad, Mad, Mad World ",7.6,1963.0
Volver ,7.6,2006.0
Heavy Metal ,6.7,1981.0
Gentlemen Broncos ,6.1,2009.0
Richard III ,7.5,1995.0
Into the Grizzly Maze ,5.3,2015.0
Kites ,6.0,2010.0
Melancholia ,7.1,2011.0
Red Dog ,7.5,2011.0
Jab Tak Hai Jaan ,6.9,2012.0
Alien ,8.5,1979.0
The Texas Chain Saw Massacre ,7.5,1974.0
The Runaways ,6.6,2010.0
Fiddler on the Roof ,8.0,1971.0
Thunderball ,7.0,1965.0
Detention ,5.8,2011.0
Loose Cannons ,7.3,2010.0
Set It Off ,6.8,1996.0
The Best Man ,6.7,1999.0
Child's Play ,6.5,1988.0
Sicko ,8.0,2007.0
The Purge: Anarchy ,6.5,2014.0
Down to You ,4.9,2000.0
Harold & Kumar Go to White Castle ,7.1,2004.0
The Contender ,7.0,2000.0
Boiler Room ,7.0,2000.0
Trading Places ,7.5,1983.0
Black Christmas ,4.5,2006.0
Breakin' All the Rules ,5.5,2004.0
Henry V ,7.7,1989.0
The Savages ,7.2,2007.0
Chasing Papi ,4.8,2003.0
The Way of the Gun ,6.7,2000.0
Igby Goes Down ,7.0,2002.0
PCU ,6.5,1994.0
The Ultimate Gift ,7.4,2006.0
The Bold and the Beautiful             ,3.5,
The Ice Pirates ,5.7,1984.0
Gracie ,6.2,2007.0
Trust the Man ,5.7,2005.0
Hamlet 2 ,6.4,2008.0
Velvet Goldmine ,7.0,1998.0
The Wailing ,7.7,2016.0
Glee: The 3D Concert Movie ,5.4,2011.0
The Legend of Suriyothai ,6.6,2001.0
Two Evil Eyes ,6.1,1990.0
Barbecue ,6.1,2014.0
All or Nothing ,7.6,2002.0
Princess Kaiulani ,6.2,2009.0
Opal Dream ,6.6,2006.0
Heist ,6.1,2015.0
Flame and Citron ,7.3,2008.0
Undiscovered ,4.2,2005.0
Red Riding: In the Year of Our Lord 1974 ,7.1,2009.0
The Girl on the Train ,6.0,2009.0
Veronika Decides to Die ,6.5,2009.0
Crocodile Dundee ,6.5,1986.0
"Ultramarines: A Warhammer 40,000 Movie ",5.7,2010.0
The I Inside ,6.1,2004.0
Beneath Hill 60 ,7.1,2010.0
Polisse ,7.3,2011.0
Awake ,6.5,2007.0
Star Wars: The Clone Wars             ,7.9,
Skin Trade ,5.7,2014.0
The Lost Boys ,7.2,1987.0
Crazy Heart ,7.3,2009.0
The Rose ,6.9,1979.0
Baggage Claim ,5.0,2013.0
Barbarella ,5.9,1968.0
Shipwrecked ,6.7,1990.0
Election ,7.3,1999.0
The Namesake ,7.6,2006.0
The DUFF ,6.5,2015.0
Glitter ,2.1,2001.0
The Haunting in Connecticut 2: Ghosts of Georgia ,5.3,2013.0
Silmido ,7.2,2003.0
Bright Star ,7.0,2009.0
My Name Is Khan ,8.0,2010.0
Footloose ,6.5,1984.0
All Is Lost ,6.9,2013.0
Limbo ,7.1,1999.0
Namastey London ,7.3,2007.0
The Wind That Shakes the Barley ,7.5,2006.0
Yeh Jawaani Hai Deewani ,6.9,2013.0
The Karate Kid ,7.2,1984.0
Quo Vadis ,7.2,1951.0
Repo! The Genetic Opera ,6.7,2008.0
Valley of the Wolves: Iraq ,6.0,2006.0
Pulp Fiction ,8.9,1994.0
The Muppet Movie ,7.7,1979.0
Nightcrawler ,7.9,2014.0
Club Dread ,5.6,2004.0
The Sound of Music ,8.0,1965.0
Splash ,6.2,1984.0
Little Miss Sunshine ,7.9,2006.0
Stand by Me ,8.1,1986.0
28 Days Later... ,7.6,2002.0
You Got Served ,3.5,2004.0
Escape from Alcatraz ,7.6,1979.0
Brown Sugar ,6.5,2002.0
A Thin Line Between Love and Hate ,5.6,1996.0
50/50 ,7.7,2011.0
Shutter ,5.2,2008.0
Creepshow ,6.9,1982.0
That Awkward Moment ,6.1,2014.0
Modern Problems ,5.0,1981.0
Kicks ,7.8,2016.0
Much Ado About Nothing ,7.4,1993.0
On Her Majesty's Secret Service ,6.8,1969.0
The Player             ,7.1,
New Nightmare ,6.4,1994.0
Drive Me Crazy ,5.7,1999.0
Akeelah and the Bee ,7.5,2006.0
Half Baked ,6.7,1998.0
New in Town ,5.6,2009.0
Syriana ,7.0,2005.0
American Psycho ,7.6,2000.0
The Good Girl ,6.5,2002.0
Bon Cop Bad Cop ,7.0,2006.0
The Boondock Saints II: All Saints Day ,6.3,2009.0
The City of Your Final Destination ,6.4,2009.0
Enough Said ,7.1,2013.0
Easy A ,7.1,2010.0
The Inkwell ,6.5,1994.0
Shadow of the Vampire ,6.9,2000.0
Prom ,5.4,2011.0
The Pallbearer ,4.9,1996.0
Held Up ,5.1,1999.0
Woman on Top ,5.3,2000.0
Howards End ,7.5,1992.0
Preacher             ,8.3,
Anomalisa ,7.3,2015.0
Another Year ,7.3,2010.0
8 Women ,7.1,2002.0
Showdown in Little Tokyo ,6.0,1991.0
Clay Pigeons ,6.6,1998.0
It's Kind of a Funny Story ,7.2,2010.0
Made in Dagenham ,7.2,2010.0
When Did You Last See Your Father? ,6.9,2007.0
Prefontaine ,6.8,1997.0
The Wicked Lady ,4.0,1983.0
The Secret of Kells ,7.7,2009.0
Begin Again ,7.4,2013.0
Down in the Valley ,6.5,2005.0
Brooklyn Rules ,6.4,2007.0
Restless ,7.2,2012.0
The Singing Detective ,5.6,2003.0
The Land Girls ,6.3,1998.0
Fido ,6.8,2006.0
The Wendell Baker Story ,5.5,2005.0
Wild Target ,6.9,2010.0
Pathology ,6.0,2008.0
Wuthering Heights             ,7.7,
10th & Wolf ,6.4,2006.0
Dear Wendy ,6.6,2004.0
Aloft ,5.3,2014.0
Akira ,8.1,1988.0
The Death and Life of Bobby Z ,5.9,2007.0
The Rocket: The Legend of Rocket Richard ,7.7,2005.0
Swelter ,4.6,2014.0
My Lucky Star ,5.1,2013.0
Imagine Me & You ,6.9,2005.0
Mr. Church ,8.0,2016.0
Swimming Pool ,6.8,2003.0
Green Street 3: Never Back Down ,5.4,2013.0
The Blood of Heroes ,6.5,1989.0
Code of Honor ,4.2,2016.0
Driving Miss Daisy ,7.4,1989.0
Soul Food ,6.9,1997.0
Rumble in the Bronx ,6.7,1995.0
Far from Men ,7.3,2014.0
Thank You for Smoking ,7.6,2005.0
Hostel: Part II ,5.4,2007.0
An Education ,7.3,2009.0
Shopgirl ,6.4,2005.0
The Hotel New Hampshire ,6.0,1984.0
Narc ,7.2,2002.0
Men with Brooms ,6.0,2002.0
Witless Protection ,3.1,2008.0
The Work and the Glory ,6.9,2004.0
Extract ,6.2,2009.0
Masked and Anonymous ,5.5,2003.0
Alias Betty ,6.9,2001.0
Code 46 ,6.3,2003.0
Outside Bet ,4.8,2012.0
Crash ,7.9,2004.0
Albert Nobbs ,6.7,2011.0
Black November ,5.6,2012.0
Ta Ra Rum Pum ,5.4,2007.0
Persepolis ,8.0,2007.0
The Hole ,5.7,2009.0
The Wave ,7.6,2008.0
The Neon Demon ,7.0,2016.0
Harry Brown ,7.2,2009.0
Spider-Man 3 ,6.2,2007.0
The Omega Code ,3.5,1999.0
Juno ,7.5,2007.0
Pound of Flesh ,5.1,2015.0
Diamonds Are Forever ,6.7,1971.0
The Godfather ,9.2,1972.0
Flashdance ,6.1,1983.0
500 Days of Summer ,7.7,2009.0
The Piano ,7.6,1993.0
Magic Mike ,6.1,2012.0
Darkness Falls ,4.9,2003.0
Live and Let Die ,6.8,1973.0
My Dog Skip ,7.0,2000.0
"Definitely, Maybe ",7.2,2008.0
Jumping the Broom ,5.7,2011.0
The Great Gatsby ,7.3,2013.0
"Good Night, and Good Luck. ",7.5,2005.0
Capote ,7.4,2005.0
Desperado ,7.2,1995.0
The Claim ,6.5,2000.0
Fargo             ,9.0,
Logan's Run ,6.8,1976.0
The Man with the Golden Gun ,6.8,1974.0
Action Jackson ,5.2,1988.0
The Descent ,7.2,2005.0
Michael Jordan to the Max ,7.5,2000.0
Devil's Due ,4.0,2014.0
Flirting with Disaster ,6.8,1996.0
The Devil's Rejects ,6.9,2005.0
Buffy the Vampire Slayer             ,8.2,
Dope ,7.3,2015.0
In Too Deep ,6.1,1999.0
Skyfall ,7.8,2012.0
House of 1000 Corpses ,6.0,2003.0
Alien Zone ,4.1,1978.0
A Serious Man ,7.0,2009.0
Get Low ,7.1,2009.0
Warlock ,6.2,1989.0
Beyond the Lights ,6.9,2014.0
A Single Man ,7.6,2009.0
The Last Temptation of Christ ,7.6,1988.0
Outside Providence ,6.4,1999.0
Bride & Prejudice ,6.2,2004.0
Rabbit-Proof Fence ,7.5,2002.0
Who's Your Caddy? ,2.0,2007.0
Split Second ,6.2,1992.0
Nikita             ,7.7,
The Other Side of Heaven ,6.5,2001.0
Dark Angel             ,7.4,
Veer-Zaara ,7.9,2004.0
Redbelt ,6.8,2008.0
Cyrus ,6.3,2010.0
A Dog of Flanders ,6.3,1999.0
Auto Focus ,6.6,2002.0
Factory Girl ,6.4,2006.0
We Need to Talk About Kevin ,7.5,2011.0
The Christmas Candle ,5.8,2013.0
The Mighty Macs ,6.5,2009.0
Losin' It ,4.8,1983.0
Mother and Child ,7.2,2009.0
March or Die ,6.3,1977.0
Les visiteurs ,7.0,1993.0
Somewhere ,6.3,2010.0
I Hope They Serve Beer in Hell ,5.3,2009.0
Chairman of the Board ,2.3,1998.0
Hesher ,7.1,2010.0
Dom Hemingway ,6.2,2013.0
Gerry ,6.2,2002.0
The Heart of Me ,6.7,2002.0
Freeheld ,6.5,2015.0
The Extra Man ,5.9,2010.0
Hard to Be a God ,6.7,2013.0
Ca$h ,6.0,2010.0
Wah-Wah ,6.9,2005.0
The Boondock Saints ,7.9,1999.0
Z Storm ,5.3,2014.0
Twixt ,4.8,2011.0
Snow Queen ,5.3,2012.0
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,6.0,2014.0
Pale Rider ,7.3,1985.0
Stargate: The Ark of Truth ,7.4,2008.0
Dazed and Confused ,7.7,1993.0
High School Musical 2 ,4.8,2007.0
Two Lovers and a Bear ,7.2,2016.0
Criminal Activities ,5.8,2015.0
Aimee & Jaguar ,7.3,1999.0
The Chumscrubber ,7.0,2005.0
Shade ,6.4,2003.0
House at the End of the Street ,5.6,2012.0
Incendies ,8.2,2010.0
"Remember Me, My Love ",6.5,2003.0
Perrier's Bounty ,6.4,2009.0
Elite Squad ,8.1,2007.0
Annabelle ,5.4,2014.0
Bran Nue Dae ,6.3,2009.0
Boyz n the Hood ,7.8,1991.0
La Bamba ,6.8,1987.0
The Four Seasons ,7.2,1981.0
Dressed to Kill ,7.1,1980.0
The Adventures of Huck Finn ,6.2,1993.0
Go ,7.3,1999.0
Friends with Money ,5.9,2006.0
The Andromeda Strain ,7.2,1971.0
Bats ,3.6,1999.0
Nowhere in Africa ,7.7,2001.0
Shame ,7.3,2011.0
Layer Cake ,7.4,2004.0
The Work and the Glory II: American Zion ,6.6,2005.0
The East ,6.9,2013.0
A Home at the End of the World ,6.8,2004.0
Aberdeen ,7.3,2000.0
The Messenger ,7.2,2009.0
Tracker ,6.5,2010.0
Control ,7.7,2007.0
The Terminator ,8.1,1984.0
Good Bye Lenin! ,7.7,2003.0
The Damned United ,7.6,2009.0
The Return of the Living Dead ,7.3,1985.0
Gomorrah             ,8.7,
Mallrats ,7.2,1995.0
Grease ,7.2,1978.0
Platoon ,8.1,1986.0
Fahrenheit 9/11 ,7.5,2004.0
Butch Cassidy and the Sundance Kid ,8.1,1969.0
Mary Poppins ,7.8,1964.0
Ordinary People ,7.8,1980.0
Around the World in 80 Days ,5.8,2004.0
West Side Story ,7.6,1961.0
Caddyshack ,7.4,1980.0
The Brothers ,6.3,2001.0
The Wood ,6.9,1999.0
The Usual Suspects ,8.6,1995.0
A Nightmare on Elm Street 5: The Dream Child ,5.1,1989.0
Van Wilder: Party Liaison ,6.4,2002.0
The Wrestler ,7.9,2008.0
Duel in the Sun ,6.9,1946.0
Best in Show ,7.5,2000.0
Escape from New York ,7.2,1981.0
School Daze ,5.8,1988.0
Daddy Day Camp ,2.9,2007.0
Mr. Nice Guy ,6.2,1997.0
A Mighty Wind ,7.3,2003.0
Mystic Pizza ,6.2,1988.0
War & Peace             ,8.2,
Sliding Doors ,6.8,1998.0
Tales from the Hood ,6.1,1995.0
The Last King of Scotland ,7.7,2006.0
Halloween 5 ,5.2,1989.0
Bernie ,6.8,2011.0
Dolphins and Whales 3D: Tribes of the Ocean ,6.5,2008.0
Pollock ,7.0,2000.0
200 Cigarettes ,5.9,1999.0
The Words ,7.1,2012.0
Casa de mi Padre ,5.5,2012.0
City Island ,7.4,2009.0
The Guard ,7.3,2011.0
College ,4.6,2008.0
The Virgin Suicides ,7.2,1999.0
Little Voice ,7.0,1998.0
Miss March ,5.1,2009.0
Wish I Was Here ,6.7,2014.0
Simply Irresistible ,5.3,1999.0
Veronica Mars             ,8.4,
Hedwig and the Angry Inch ,7.8,2001.0
Only the Strong ,6.7,1993.0
Goddess of Love ,5.4,2015.0
Shattered Glass ,7.2,2003.0
Novocaine ,5.8,2001.0
The Business of Strangers ,6.4,2001.0
The Wild Bunch ,8.0,1969.0
The Wackness ,7.0,2008.0
The Great Train Robbery ,7.0,1979.0
Morvern Callar ,6.7,2002.0
Beastmaster 2: Through the Portal of Time ,3.8,1991.0
The 5th Quarter ,5.7,2010.0
The Flower of Evil ,6.6,2003.0
The Greatest ,6.7,2009.0
Snow Flower and the Secret Fan ,6.1,2011.0
Come Early Morning ,6.2,2006.0
Lucky Break ,6.2,2001.0
Julia ,7.4,1977.0
"Surfer, Dude ",4.7,2008.0
Lake of Fire ,8.3,2006.0
11:14 ,7.2,2003.0
Men of War ,5.8,1994.0
Don McKay ,5.9,2009.0
Deadfall ,6.3,2012.0
A Shine of Rainbows ,7.2,2009.0
The Hit List ,5.4,2011.0
Emma             ,8.2,
Videodrome ,7.3,1983.0
L'auberge espagnole ,7.3,2002.0
Song One ,5.8,2014.0
Murder by Numbers ,6.1,2002.0
Winter in Wartime ,7.1,2008.0
Freaky Deaky ,6.5,2012.0
The Train ,7.9,1964.0
Trade of Innocents ,5.4,2012.0
The Protector ,7.1,2005.0
Stiff Upper Lips ,6.4,1998.0
The Inbetweeners             ,8.4,
Bend It Like Beckham ,6.7,2002.0
Sunshine State ,6.9,2002.0
Crossover ,2.1,2006.0
Khiladi 786 ,4.3,2012.0
[Rec] 2 ,6.6,2009.0
Standing Ovation ,3.4,2010.0
The Sting ,8.3,1973.0
Chariots of Fire ,7.2,1981.0
Diary of a Mad Black Woman ,5.6,2005.0
Shine ,7.7,1996.0
Don Jon ,6.6,2013.0
High Plains Drifter ,7.6,1973.0
Ghost World ,7.4,2001.0
Iris ,7.1,2001.0
Galaxina ,3.4,1980.0
The Chorus ,7.9,2004.0
Mambo Italiano ,6.7,2003.0
Wonderland ,6.6,2003.0
Do the Right Thing ,7.9,1989.0
Harvard Man ,4.9,2001.0
Le Havre ,7.2,2011.0
Irreversible ,7.4,2002.0
R100 ,6.1,2013.0
Rang De Basanti ,8.4,2006.0
Animals ,6.2,2014.0
Salvation Boulevard ,5.3,2011.0
The Ten ,5.0,2007.0
A Room for Romeo Brass ,7.7,1999.0
Headhunters ,7.6,2011.0
Grabbers ,6.3,2012.0
Saint Ralph ,7.6,2004.0
Miss Julie ,5.6,2014.0
Somewhere in Time ,7.3,1980.0
Dum Maaro Dum ,6.2,2011.0
Insidious: Chapter 2 ,6.6,2013.0
Saw II ,6.6,2005.0
10 Cloverfield Lane ,7.3,2016.0
Jackass: The Movie ,6.6,2002.0
Lights Out ,6.9,2016.0
Paranormal Activity 3 ,5.8,2011.0
Ouija ,4.4,2014.0
A Nightmare on Elm Street 3: Dream Warriors ,6.6,1987.0
The Gift ,7.1,2015.0
Instructions Not Included ,7.6,2013.0
Paranormal Activity 4 ,4.6,2012.0
The Robe ,6.8,1953.0
The Return of the Pink Panther ,7.1,1975.0
Freddy's Dead: The Final Nightmare ,4.9,1991.0
Monster ,7.3,2003.0
"20,000 Leagues Under the Sea ",7.2,1954.0
Paranormal Activity: The Marked Ones ,5.0,2014.0
The Elephant Man ,8.2,1980.0
Dallas Buyers Club ,8.0,2013.0
The Lazarus Effect ,5.2,2015.0
Memento ,8.5,2000.0
Oculus ,6.5,2013.0
Clerks II ,7.4,2006.0
Billy Elliot ,7.7,2000.0
The Way Way Back ,7.4,2013.0
House Party 2 ,5.1,1991.0
The Man from Snowy River ,7.3,1982.0
Doug's 1st Movie ,5.0,1999.0
The Apostle ,7.2,1997.0
Mommie Dearest ,6.7,1981.0
Our Idiot Brother ,6.4,2011.0
Race ,7.1,2016.0
The Players Club ,5.6,1998.0
O ,6.2,2001.0
"As Above, So Below ",6.1,2014.0
Addicted ,5.2,2014.0
Eve's Bayou ,7.3,1997.0
Still Alice ,7.5,2014.0
The Egyptian ,6.6,1954.0
Nighthawks ,6.4,1981.0
Friday the 13th Part VIII: Jason Takes Manhattan ,4.5,1989.0
My Big Fat Greek Wedding ,6.6,2002.0
Spring Breakers ,5.3,2012.0
Halloween: The Curse of Michael Myers ,4.9,1995.0
Y Tu Mamá También ,7.7,2001.0
Shaun of the Dead ,8.0,2004.0
The Haunting of Molly Hartley ,3.8,2008.0
Lone Star ,7.6,1996.0
Halloween 4: The Return of Michael Myers ,5.9,1988.0
April Fool's Day ,6.2,1986.0
Diner ,7.2,1982.0
Lone Wolf McQuade ,6.3,1983.0
Apollo 18 ,5.2,2011.0
Sunshine Cleaning ,6.9,2008.0
No Escape ,6.8,2015.0
The Beastmaster ,6.2,1982.0
Solomon and Sheba ,6.2,1959.0
Fifty Shades of Black ,3.5,2016.0
Not Easily Broken ,6.1,2009.0
A Farewell to Arms ,6.6,1932.0
The Perfect Match ,4.5,2016.0
Digimon: The Movie ,5.9,2000.0
Saved! ,6.9,2004.0
The Barbarian Invasions ,7.7,2003.0
Robin and Marian ,6.6,1976.0
The Forsaken ,5.3,2001.0
Force 10 from Navarone ,6.3,1978.0
UHF ,7.0,1989.0
Grandma's Boy ,7.0,2006.0
Slums of Beverly Hills ,6.6,1998.0
Once Upon a Time in the West ,8.6,1968.0
Made ,6.4,2001.0
Moon ,7.9,2009.0
Keeping Up with the Steins ,5.4,2006.0
Sea Rex 3D: Journey to a Prehistoric World ,6.9,2010.0
The Sweet Hereafter ,7.7,1997.0
Of Gods and Men ,7.2,2010.0
Bottle Shock ,6.8,2008.0
Jekyll and Hyde... Together Again ,6.2,1982.0
Heavenly Creatures ,7.4,1994.0
90 Minutes in Heaven ,4.6,2015.0
Everything Must Go ,6.4,2010.0
Zero Effect ,7.0,1998.0
The Machinist ,7.7,2004.0
Light Sleeper ,6.8,1992.0
